"Date","Open","High","Low","Close","Volume","Adj Close","Pt / Pt-1","Log Pt / Pt-1"
04/14/03 12:00 AM,868.3,885.26,868.3,885.23,1131000000,885.23,1.0194979,0.0083863
04/11/03 12:00 AM,871.58,883.34,865.92,868.3,1141600000,868.3,0.9962367,-0.0016375
04/10/03 12:00 AM,865.99,871.78,862.76,871.58,1275300000,871.58,1.0064550,0.0027944
04/09/03 12:00 AM,878.29,887.35,865.72,865.99,1293700000,865.99,0.9859955,-0.0061251
04/08/03 12:00 AM,879.93,883.11,874.68,878.29,1235400000,878.29,0.9981362,-0.0008102
04/07/03 12:00 AM,878.85,904.89,878.85,879.93,1494000000,879.93,1.0012289,0.0005334
04/04/03 12:00 AM,876.45,882.73,874.23,878.85,1241200000,878.85,1.0027383,0.0011876
04/03/03 12:00 AM,880.9,885.89,876.12,876.45,1339500000,876.45,0.9949483,-0.0021995
04/02/03 12:00 AM,858.48,884.57,858.48,880.9,1589800000,880.9,1.0261159,0.0111964
04/01/03 12:00 AM,848.18,861.28,847.85,858.48,1461600000,858.48,1.0121436,0.0052422
03/31/03 12:00 AM,863.5,863.5,843.68,848.18,1495500000,848.18,0.9822583,-0.0077743
03/28/03 12:00 AM,868.52,869.88,860.83,863.5,1227000000,863.5,0.9942201,-0.0025175
03/27/03 12:00 AM,869.95,874.15,858.09,868.52,1232900000,868.52,0.9983562,-0.0007145
03/26/03 12:00 AM,874.74,875.8,866.47,869.95,1319700000,869.95,0.9945241,-0.0023847
03/25/03 12:00 AM,864.23,879.87,862.59,874.74,1333400000,874.74,1.0121611,0.0052496
03/24/03 12:00 AM,895.79,895.79,862.02,864.23,1293000000,864.23,0.9647685,-0.0155769
03/21/03 12:00 AM,875.84,895.9,875.84,895.79,1883710000,895.79,1.0229767,0.0098657
03/20/03 12:00 AM,874.02,879.6,859.01,875.67,1439100000,875.67,1.0018878,0.0008191
03/19/03 12:00 AM,866.45,874.99,861.21,874.02,1473400000,874.02,1.0087368,0.0037779
03/18/03 12:00 AM,862.79,866.94,857.36,866.45,1555100000,866.45,1.0042421,0.0018384
03/17/03 12:00 AM,833.27,862.79,827.17,862.79,1700420000,862.79,1.0354267,0.0151194
03/14/03 12:00 AM,831.89,841.39,828.26,833.27,1541900000,833.27,1.0016468,0.0007146
03/13/03 12:00 AM,804.19,832.02,804.19,831.9,1816300000,831.9,1.0344570,0.0147125
03/12/03 12:00 AM,800.73,804.19,788.9,804.19,1620000000,804.19,1.0043211,0.0018726
03/11/03 12:00 AM,807.48,814.25,800.3,800.73,1427700000,800.73,0.9916407,-0.0036457
03/10/03 12:00 AM,828.89,828.89,806.57,807.48,1255000000,807.48,0.9741703,-0.0113651
03/07/03 12:00 AM,822.1,829.55,811.23,828.89,1368500000,828.89,1.0082593,0.0035723
03/06/03 12:00 AM,829.85,829.85,819.85,822.1,1299200000,822.1,0.9906610,-0.0040750
03/05/03 12:00 AM,821.99,829.87,819,829.85,1332700000,829.85,1.0095622,0.0041331
03/04/03 12:00 AM,834.81,835.43,821.96,821.99,1256600000,821.99,0.9846432,-0.0067211
03/03/03 12:00 AM,841.15,852.34,832.74,834.81,1208900000,834.81,0.9924627,-0.0032858
02/28/03 12:00 AM,837.28,847,837.28,841.15,1373300000,841.15,1.0046221,0.0020027
02/27/03 12:00 AM,827.55,842.19,827.55,837.28,1287800000,837.28,1.0117576,0.0050765
02/26/03 12:00 AM,838.57,840.1,826.68,827.55,1374400000,827.55,0.9868586,-0.0057451
02/25/03 12:00 AM,832.58,839.55,818.54,838.57,1483700000,838.57,1.0071945,0.0031133
02/24/03 12:00 AM,848.17,848.17,832.16,832.58,1229200000,832.58,0.9816193,-0.0080569
02/21/03 12:00 AM,837.1,852.28,831.48,848.17,1398200000,848.17,1.0132242,0.0057056
02/20/03 12:00 AM,845.13,849.37,836.56,837.1,1194100000,837.1,0.9904985,-0.0041462
02/19/03 12:00 AM,851.17,851.17,838.79,845.13,1075600000,845.13,0.9929039,-0.0030928
02/18/03 12:00 AM,834.89,852.87,834.89,851.17,1250800000,851.17,1.0194996,0.0083870
02/14/03 12:00 AM,817.37,834.89,815.03,834.89,1404600000,834.89,1.0214346,0.0092106
02/13/03 12:00 AM,818.68,821.25,806.29,817.37,1489300000,817.37,0.9983999,-0.0006955
